snp_id,alpha_hat,se,t_stat,p_value,chr,pos_mb,is_qtl,p_bonferroni,lambda_gc,neg_log10_p
SNP02400,-0.07658095529825633,0.06175645589072687,-1.2400477681841107,0.21544571411543414,1,21.50251053143077,False,646.3371423463025,1.0031,0.666662140956123
SNP00414,-0.055560221398223295,0.05651204585684097,-0.9831571403196252,0.3259290365219671,1,22.50593673723152,False,977.7871095659012,1.0031,0.486876947176689
SNP00816,-0.042724202390540304,0.06057340980412798,-0.7053293273186136,0.48088087730794266,1,26.180569744018246,False,1442.642631923828,1.0031,0.3179624927219158
SNP02727,-0.08002649500656296,0.06858039153718687,-1.16690052670769,0.24371721198538976,1,26.468647954334923,False,731.1516359561692,1.0031,0.6131137986514839
SNP01236,-0.037624738634982946,0.054678349884656204,-0.6881103528974851,0.49165101460909666,1,27.228466216454063,False,1474.95304382729,1.0031,0.3083430602572132
SNP02441,0.03937576415365202,0.06945769775552545,0.5669028117264314,0.5709936474192858,1,27.84865434260555,False,1712.9809422578574,1.0031,0.24336872346360372
SNP02442,0.017732630955263028,0.05753103662016981,0.30822721085901905,0.758017142688412,1,28.63277198583355,False,2274.051428065236,1.0031,0.1203209726122776
SNP02521,0.0429753509529108,0.060058815689492125,0.7155544187733585,0.4745467540933888,1,29.007803973983386,False,1423.6402622801663,1.0031,0.3237209928373873
SNP02137,-0.04744412289950663,0.057932921121409874,-0.8189492603018946,0.4131426973728158,1,32.4968303346504,False,1239.4280921184472,1.0031,0.38389991934156487
SNP02201,-0.005210387378572754,0.056264340330660224,-0.0926055001791863,0.9262480929795344,1,36.60941681897856,False,2778.744278938603,1.0031,0.03327267316572493
SNP01549,-0.004703620989870888,0.05699057287248707,-0.08253331652578669,0.9342503361965762,1,37.30119930542599,False,2802.7510085897284,1.0031,0.02953673719436272
SNP02645,0.1633253725345919,0.07250002251111227,2.2527630596191686,0.024636998137169575,1,38.28133493986225,False,73.91099441150872,1.0031,1.6084122093275315
SNP01681,0.026489640288951424,0.05677280758062721,0.4665902818234161,0.6409635427143594,1,38.59960307924748,False,1922.8906281430782,1.0031,0.1931666719605236
SNP01278,-0.012643780317755432,0.05516338456048919,-0.22920602893556946,0.8187874178941446,1,38.96133781299554,False,2456.3622536824337,1.0031,0.0868288396552673
SNP00561,-0.0029695527911638934,0.06105648272597318,-0.048636158825124357,0.961225546964535,1,39.871411991259855,False,2883.676640893605,1.0031,0.01717469525651846
SNP01782,0.09949030839210121,0.06317336181292181,1.574877535989401,0.1158153566742667,1,41.34525766250524,False,347.44607002280014,1.0031,0.9362338509996728
SNP01481,0.0037388471847451727,0.05482507245818315,0.06819593695196503,0.9456525333810889,1,41.73257275820844,False,2836.9576001432665,1.0031,0.024268409639853796
SNP00843,0.0358241887684088,0.06157209486036169,0.5818250759480227,0.5609045104453187,1,43.2089953083211,False,1682.7135313359563,1.0031,0.25111106765025
SNP00146,0.019345356327873302,0.05789701923599761,0.3341338912288127,0.7383960645794504,1,43.41445612620974,False,2215.1881937383514,1.0031,0.13171062663000896
SNP00789,-0.04583963712103416,0.05720413762903268,-0.8013342919056483,0.4232574922444456,1,43.84673151449875,False,1269.7724767333368,1.0031,0.37339534553652065
SNP02089,-0.025700184559957148,0.06893301912846207,-0.37282836128304264,0.7094087434470036,1,43.889188477368535,False,2128.2262303410107,1.0031,0.14910346316124837
SNP01743,-0.03010836023039558,0.06072726050592524,-0.4957964508782323,0.6202207971570974,1,44.988735874184336,False,1860.6623914712923,1.0031,0.20745367515265306
SNP01492,0.07555230970523767,0.056010898524282815,1.3488858721393824,0.17788589426174048,1,46.43152622064412,False,533.6576827852215,1.0031,0.7498584886061815
SNP01948,0.09149230698971596,0.06011946917049803,1.5218415640072431,0.12857914111603186,1,49.215121378529936,False,385.7374233480956,1.0031,0.8908294795685685
SNP01621,-0.026423573986409432,0.056960302384636105,-0.46389455252499956,0.6428926754991927,1,49.85657025542469,False,1928.6780264975782,1.0031,0.19186152214394334
SNP00384,0.04294179250759489,0.0649102789505685,0.6615561233421382,0.508511409328337,1,50.0324889717533,False,1525.534227985011,1.0031,0.29369929848803794
SNP00969,0.02456057391821907,0.0598514787776673,0.4103586815198873,0.6816903253687199,1,50.7887164816221,False,2045.0709761061596,1.0031,0.16641286951745157
SNP02498,-0.02589287307704798,0.053976432610207126,-0.4797070096135169,0.6316117282113898,1,50.94936957064455,False,1894.8351846341693,1.0031,0.19954981430307356
SNP01179,0.03907267944517838,0.06515953223182781,0.599646407929444,0.5489698026532285,1,51.206774127178925,False,1646.9094079596855,1.0031,0.26045154425985734
SNP01109,0.08366959508563893,0.054672847479299395,1.5303683444934613,0.1264561495646758,1,52.68343911919475,False,379.3684486940274,1.0031,0.8980600460580886
SNP01738,-0.11367836355271577,0.06782370889453407,-1.6760859204778336,0.09424580993416452,1,53.28064853940116,False,282.7374298024936,1.0031,1.0257379489515805
SNP02711,0.04111204708518263,0.05894781382994344,0.6974312432312654,0.4858049198745233,1,53.50391994831315,False,1457.4147596235698,1.0031,0.31353809129388177
SNP02170,-0.044767826259536944,0.0683466082568435,-0.6550116736049499,0.5127129529014701,1,53.98990131972079,False,1538.1388587044103,1.0031,0.29012571064118
SNP01943,0.030446408859804215,0.05754272310078643,0.5291096287966273,0.5969264026422731,1,54.6542364713417,False,1790.7792079268195,1.0031,0.22407921141113119
SNP02370,-0.07326112232684326,0.0553107703818321,-1.3245362850868427,0.1858326606172553,1,55.59423922584493,False,557.497981851766,1.0031,0.7308779551469585
SNP01037,0.11274097621498444,0.056317343514626556,2.001887325983402,0.04574955793996844,1,56.59227585920447,False,137.24867381990532,1.0031,1.3396130979944707
SNP00574,0.10003762847732987,0.05688120626124976,1.7587114453562558,0.0791396894652103,1,58.48342033089135,False,237.4190683956309,1.0031,1.1016056581868752
SNP02315,0.07194171287363994,0.05765353026180555,1.2478284078520698,0.2125839326785304,1,58.53879434207931,False,637.7517980355912,1.0031,0.6724695630147305
SNP00662,0.07452679430377068,0.053006561196288514,1.4059918738699277,0.16024765388926862,1,58.91025181526295,False,480.74296166780584,1.0031,0.795208320064391
SNP02558,0.03929291512391307,0.06034358945411457,0.6511530964493173,0.5151986362585649,1,59.267304480957314,False,1545.5959087756946,1.0031,0.28802529523318976
SNP01445,0.010712869969536725,0.05521187818715335,0.1940319786481994,0.8462169555910605,1,62.741597884255015,False,2538.6508667731814,1.0031,0.0725182769888162
SNP02468,-0.021106619633285504,0.05814496760569591,-0.3629999379553853,0.7167336321319481,1,64.81356353692337,False,2150.200896395844,1.0031,0.14464221614351777
SNP00249,0.04873417628210519,0.055799908031756634,0.8733737742787995,0.38281112901102676,1,67.42983616852813,False,1148.4333870330802,1.0031,0.4170154449865698
SNP01623,0.03834569009307365,0.05957614539913189,0.6436416763148359,0.5200554025344443,1,68.1268517553404,False,1560.1662076033329,1.0031,0.28395038764729075
SNP02883,0.009678503293350982,0.05730523594802758,0.1688938738883966,0.8659374206380163,1,70.74041687477221,False,2597.8122619140486,1.0031,0.06251349234016944
SNP02411,-0.0735170063203032,0.058896138226056396,-1.2482483323121913,0.21243026765975045,1,71.17951337818363,False,637.2908029792513,1.0031,0.6727836036871244
SNP02771,0.1461473180946079,0.06079947542662733,2.4037595237310585,0.016531767468665633,1,71.77686914120758,False,49.5953024059969,1.0031,1.7816807120151545
SNP02627,0.012709681097927951,0.06370886647258515,0.19949626797075584,0.841942605146317,1,71.89100734443741,False,2525.827815438951,1.0031,0.07471751315335665
SNP00327,0.1020128823594505,0.05669776999682053,1.7992397649002971,0.07248648229097986,1,72.23873838090653,False,217.45944687293957,1.0031,1.139742975688313
SNP01682,0.0443141676707048,0.060100991941750115,0.7373283907469297,0.4612128380299816,1,73.72697595792599,False,1383.6385140899447,1.0031,0.3360986124615083
SNP02974,0.04349471326140746,0.06527325351483905,0.6663481735519663,0.5054464247191264,1,74.34809618642835,False,1516.3392741573791,1.0031,0.2963248710955995
SNP00829,-0.03882318427179465,0.06099849486775361,-0.6364613480375928,0.5247201180796375,1,74.69974361897351,False,1574.1603542389125,1.0031,0.2800722843751759
SNP00380,0.06241823285409653,0.06036349062040479,1.0340394866594604,0.3015370890800155,1,75.82542290356005,False,904.6112672400465,1.0031,0.5206592619910533
SNP01908,-0.011209660233455931,0.0575015831431565,-0.19494524534304128,0.8455022483147117,1,75.89632558666989,False,2536.506744944135,1.0031,0.0728852332118638
SNP01189,-0.07278594334089841,0.05411265274386742,-1.3450817812502682,0.17911040606541853,1,76.67156451449148,False,537.3312181962556,1.0031,0.7468791815127517
SNP01912,-0.07214783824066631,0.05449641442431744,-1.3239006456261906,0.18604357700835752,1,76.67594437510846,False,558.1307310250726,1.0031,0.7303853190204589
SNP00869,0.030245291649782388,0.0573630923652705,0.5272604806098962,0.5982089177748438,1,78.21648152369913,False,1794.6267533245314,1.0031,0.22314711702931198
SNP02880,0.004689457953831764,0.05799462744287354,0.0808602134473753,0.9355802662376557,1,78.2996080568604,False,2806.740798712967,1.0031,0.028918947139153276
SNP00368,0.02470114334864253,0.06279329047411245,0.3933723358361986,0.694185174061028,1,79.28125934136793,False,2082.555522183084,1.0031,0.1585246659343304
SNP01018,-0.023610233215723163,0.058271554538238186,-0.4051759628315728,0.6854935642496759,1,82.29210889833112,False,2056.4806927490276,1.0031,0.1639966182252681
SNP01487,0.07237551814651862,0.06399996486213833,1.1308680919188312,0.2585654650769637,1,82.33313835098507,False,775.6963952308911,1.0031,0.5874294814976895
SNP00838,-0.14235192302604138,0.06658480166483183,-2.13790413828367,0.03293063632920612,1,85.16183986406291,False,98.79190898761836,1.0031,1.4823998771959928
SNP02202,0.03712800741622898,0.05479994913174638,0.6775190124167507,0.4983396216126966,1,86.1083258672732,False,1495.01886483809,1.0031,0.3024745818964091
SNP01239,0.027610313427290395,0.053952945188109384,0.511748030270188,0.6090169184419302,1,86.29424289427533,False,1827.0507553257905,1.0031,0.21537064253311142
SNP01174,-0.049862684247067614,0.06448247189984971,-0.7732750122314066,0.4396662170983127,1,87.29986931346212,False,1318.998651294938,1.0031,0.35687690324870697
SNP02037,-0.06312599421064828,0.05663956712937697,-1.114521127367639,0.2655049109374109,1,88.82654173226712,False,796.5147328122328,1.0031,0.5759274415380914
SNP00900,-0.0017831587326961739,0.05839373766880678,-0.030536814457909164,0.9756491561383601,1,89.466764904041,False,2926.9474684150805,1.0031,0.010706326745106734
SNP01651,-0.06160953563882319,0.057080945483510316,-1.0793362849362946,0.2808744412824099,1,89.77927335648992,False,842.6233238472297,1.0031,0.5514877784738655
SNP01528,0.10293655303336094,0.06164938087164538,1.6697094371097718,0.09550195600786716,1,90.36254432301156,False,286.50586802360147,1.0031,1.0199877333929663
SNP00299,-0.03461209689665765,0.06330216769262702,-0.5467758555239652,0.5847373785892649,1,93.27930459815109,False,1754.2121357677947,1.0031,0.2330391435559074
SNP01398,-0.06800553692450373,0.056363465144298845,-1.2065535138834962,0.22808282957935747,1,93.46072553430533,False,684.2484887380724,1.0031,0.6419074078387298
SNP02321,-0.02943839758863122,0.06019977642903503,-0.4890117428149243,0.6250132836929083,1,94.16281436863204,False,1875.039851078725,1.0031,0.20411075229876802
SNP00396,0.10832087350186498,0.060564976955537704,1.788506806192399,0.07420208441888244,1,98.38092914742607,False,222.60625325664734,1.0031,1.1295838947357473
SNP01780,-0.032693564324370004,0.061436020794382054,-0.5321562806580667,0.5948160742710541,1,99.69602863893286,False,1784.4482228131624,1.0031,0.22561730364555757
SNP01285,0.019365375722940587,0.054276959884272544,0.3567881429658325,0.7213766948320347,1,103.78276390588546,False,2164.1300844961042,1.0031,0.1418378923327894
SNP02779,-0.015389038860845588,0.058373247177278736,-0.263631708102674,0.7921548453926396,1,105.0015231101136,False,2376.464536177919,1.0031,0.10118991698817235
SNP01535,-0.018058323468542317,0.0557897956241949,-0.32368506223225507,0.7462900290526344,1,105.91478735891404,False,2238.870087157903,1.0031,0.12709236081340902
SNP00706,0.08220657360994842,0.061401494273702346,1.3388366941609868,0.1811342677107876,1,107.70935049513756,False,543.4028031323628,1.0031,0.7419993803327163
SNP00844,-0.03000832084427729,0.05903772574521116,-0.5082905966565185,0.6114376402165578,1,108.56179352877568,False,1834.3129206496733,1.0031,0.21364782953669142
SNP00464,-0.057111085534847124,0.057608320036671615,-0.9913687033138969,0.3219078805918993,1,110.96550398492256,False,965.7236417756978,1.0031,0.49226839126815236
SNP00888,-0.008556764837457027,0.05931524152227379,-0.14425912493745524,0.8853446194775391,1,112.2106438619839,False,2656.0338584326173,1.0031,0.052887647714674135
SNP00232,0.07737273220697313,0.06331006164496693,1.2221237856451237,0.22214393316686354,1,112.45586265669552,False,666.4317995005906,1.0031,0.6533655430043934
SNP00772,-0.08279472370060738,0.062100751024916655,-1.3332322449270813,0.18296496246118021,1,113.1855443159447,False,548.8948873835407,1.0031,0.7376320691037555
SNP00055,-0.0262798995872587,0.06000833337253262,-0.4379375015152095,0.6615902584872626,1,114.47332347298509,False,1984.7707754617877,1.0031,0.1794108981295941
SNP00539,-0.02999111965336366,0.05710618641549692,-0.5251816227956865,0.5996522482508506,1,114.5766100932537,False,1798.956744752552,1.0031,0.22210053369824873
SNP01299,0.04695279319004032,0.060316905823270046,0.7784350431968959,0.4366215153015705,1,115.55930747719906,False,1309.8645459047116,1.0031,0.35989486746672333
SNP00271,0.04703817129959113,0.06171978263838462,0.7621247076514698,0.446287067101318,1,116.16258068539986,False,1338.861201303954,1.0031,0.35038569834413213
SNP01451,-0.15478998137553282,0.056641559604640616,-2.7327987162777725,0.006466187391252266,1,116.50330145239354,False,19.398562173756797,1.0031,2.1893517136113236
SNP00901,-0.003738870218049286,0.06421176943622224,-0.05822717939213441,0.9535871879142782,1,118.84062557556037,False,2860.761563742835,1.0031,0.020639592603324933
SNP02338,0.0182817452382292,0.0637599435637747,0.2867277512556645,0.7744204345212443,1,119.25411109442322,False,2323.261303563733,1.0031,0.11102319588208874
SNP00103,0.05425943249159005,0.05760949819808026,0.9418487261428385,0.34665169017400516,1,122.17108140464008,False,1039.9550705220154,1.0031,0.46010667796498034
SNP01995,-0.050866900805172234,0.060329050712590294,-0.8431576529772352,0.39947852837309455,1,122.45356088637406,False,1198.4355851192836,1.0031,0.39850655867710777
SNP02763,-0.012306234288117838,0.06016724749419176,-0.2045337754449515,0.83800622715706,1,122.542209638422,False,2514.01868147118,1.0031,0.07675275415027134
SNP02409,-0.027265813536206187,0.0645980631518199,-0.42208407196552356,0.6731158636716711,1,122.98276827295513,False,2019.3475910150132,1.0031,0.17191017407869524
SNP02950,-0.02743417598815877,0.07392690772760602,-0.3710986544878059,0.7106959244184315,1,126.33633718817411,False,2132.0877732552945,1.0031,0.14831617507067346
SNP02222,-0.029176519334438752,0.05716365576422812,-0.5104033138604274,0.6099579135216412,1,127.65554807881097,False,1829.8737405649235,1.0031,0.21470012983493564
SNP00573,0.13320996146906233,0.07400715782074274,1.7999605091134336,0.07237245164609041,1,128.32130451268225,False,217.11735493827123,1.0031,1.140426715223411
SNP00169,-0.07990053649374826,0.06344261477098496,-1.259414303495735,0.20837371184360653,1,130.11353092238755,False,625.1211355308196,1.0031,0.6811570719435074
SNP01120,-0.017139802246253603,0.056672189019637574,-0.3024376249224194,0.7624239928698069,1,131.6215471836389,False,2287.271978609421,1.0031,0.11780344525665763
SNP00786,-0.012759360737734643,0.05465871676267735,-0.23343688790087233,0.8155023247072166,1,133.20431373413265,False,2446.50697412165,1.0031,0.08857479660276461
SNP01870,0.001940112177474991,0.0637185862051754,0.03044813598386792,0.9757198487232505,1,133.9059118065885,False,2927.1595461697516,1.0031,0.01067486022138283
SNP00409,0.0065072062987703155,0.061356664554376744,0.10605541135638766,0.915574073473865,1,133.9578727129879,False,2746.722220421595,1.0031,0.03830651384224821
SNP01166,0.05292647604494499,0.05736002766351809,0.9227065990173344,0.3565335019339372,1,134.27461766606095,False,1069.6005058018116,1.0031,0.4478996550928065
SNP00351,0.08180505880590488,0.05604978457384842,1.4595071047618853,0.14495243865618218,1,135.868777937139,False,434.8573159685465,1.0031,0.8387744737480033
SNP02629,0.038181933578900026,0.05830497864863284,0.6548657501274179,0.5128068422177031,1,136.2926658772518,False,1538.4205266531094,1.0031,0.2900461887981933
SNP01589,-0.06218500364649352,0.06918599201244119,-0.8988091640763244,0.3691172899034942,1,137.86306919528337,False,1107.3518697104826,1.0031,0.4328356114453231
SNP01408,0.05958090106195167,0.06401476918870008,0.9307367942907294,0.3523665691259384,1,138.42965443877858,False,1057.099707377815,1.0031,0.4530053021125664
SNP00137,-0.060275610255062284,0.05813423294759044,-1.0368350487982245,0.3002332146007834,1,138.50204515887185,False,900.6996438023501,1.0031,0.522541263725327
SNP02258,0.02640173383110101,0.056130950239371126,0.4703596450534062,0.6382701637544126,1,139.1771852741721,False,1914.8104912632377,1.0031,0.1949954564000114
SNP02328,-0.0053187130711197135,0.05575775546561017,-0.0953896552453613,0.9240373953130087,1,140.3410179704612,False,2772.112185939026,1.0031,0.03431045275233876
SNP01098,0.07451102057575903,0.06450924892419356,1.1550439947505637,0.24853528137693076,1,141.3756928850222,False,745.6058441307923,1.0031,0.6046119513182013
SNP00477,0.013353010346508936,0.05706723064045127,0.23398735485586802,0.8150751466799669,1,141.38526004715067,False,2445.225440039901,1.0031,0.08880234919382468
SNP01265,0.01397884536575705,0.06652896190756159,0.21011669151218534,0.8336484068085251,1,141.72077579160575,False,2500.9452204255754,1.0031,0.07901707547514132
SNP00800,0.1339714681814384,0.05822690100915133,2.300851768847917,0.021744310673099516,1,142.3310635723688,False,65.23293201929854,1.0031,1.662654355559662
SNP01593,0.025536352107994816,0.05362000139932933,0.47624676317733594,0.6340731223704928,1,144.68718066544668,False,1902.2193671114785,1.0031,0.19786065566586375
SNP00453,-0.04342371603137161,0.059699461279610753,-0.7273719913148057,0.4672837280713443,1,145.53023588547651,False,1401.8511842140329,1.0031,0.3304193418771744
SNP02260,0.09810268890746748,0.06513089773980524,1.5062388560861382,0.1325356697228862,1,148.22646368357252,False,397.6070091686586,1.0031,0.8776672230174244
SNP01293,0.0780624524297443,0.05731145784632421,1.3620741011171293,0.17368905763792078,1,148.2671120747895,False,521.0671729137623,1.0031,0.7602275411220477
SNP01269,-0.11174697974447084,0.06038913949007516,-1.8504482873586274,0.0647436385066394,1,148.6500372114733,False,194.2309155199182,1.0031,1.1888028974735612
SNP02788,-0.017694824814656184,0.056344194510017674,-0.31404876702088885,0.753593892268783,1,149.1418010873761,False,2260.781676806349,1.0031,0.12286263007281395
SNP00810,0.06629890784300406,0.06423084992096649,1.0321972685178886,0.3023983786012081,1,149.25141259857153,False,907.1951358036243,1.0031,0.5194205417635429
SNP01069,0.009279075824953326,0.057312405186229126,0.16190344472199672,0.8714367610425958,1,149.33329493786644,False,2614.3102831277874,1.0031,0.05976412355885553
SNP01952,0.08204788908126373,0.06313663750324498,1.2995289633067137,0.19426488370512243,2,0.1488696075943374,False,582.7946511153673,1.0031,0.7116056975546895
SNP01570,-0.05152669056527977,0.06748882547901225,-0.7634847724724976,0.4454764504346012,2,2.438566483907767,False,1336.4293513038037,1.0031,0.3511752494646594
SNP00242,-0.06163186707301326,0.06350833228476462,-0.9704532437832333,0.33221428337943154,2,4.0773200246377534,False,996.6428501382946,1.0031,0.4785816992190114
SNP00517,0.013111618640809597,0.06148776555730809,0.21323947165699572,0.8312131020138049,2,4.806538406726579,False,2493.639306041415,1.0031,0.08028761982112484
SNP01850,-0.024428067169457907,0.06316725962190582,-0.38672038830993516,0.6991012532660953,2,4.930150539970346,False,2097.3037597982857,1.0031,0.15545991931847933
SNP00545,-0.0003401045996932368,0.05785619622872687,-0.005878447285899645,0.9953116717197545,2,6.35191709980572,False,2985.9350151592635,1.0031,0.0020409030603443356
SNP02853,-0.07437417492963153,0.06021172833083548,-1.2352107636070497,0.21723876996818875,2,7.792875563708391,False,651.7163099045663,1.0031,0.6630626648995745
SNP02911,-0.133721924794303,0.0684921238843792,-1.9523693705284642,0.051362160004104304,2,7.84230162319845,False,154.0864800123129,1.0031,1.289356720567358
SNP02313,-0.08430506959860344,0.0635537761339675,-1.3265155074482669,0.18517705480767285,2,9.239259137127116,False,555.5311644230186,1.0031,0.7324128275232288
SNP00727,0.1649720849137206,0.06493488749476514,2.5405770500028995,0.011319519785894832,2,10.073351660245931,False,33.95855935768449,1.0031,1.9461719970664533
SNP02277,0.1857631167529791,0.054603662404277026,3.4020266878367584,0.0007136921233113597,2,11.73885115253553,False,2.1410763699340793,1.0031,3.1464890963232017
SNP02439,0.09019941273620494,0.054894350878947534,1.643145629595143,0.10088021938096225,2,13.982731900119068,False,302.64065814288676,1.0031,0.9961939819877331
SNP01632,-0.028363037882084177,0.06616898481123842,-0.42864550458188194,0.668336100306524,2,14.747488668879663,False,2005.008300919572,1.0031,0.1750050797404677
SNP02590,-0.002686984009232411,0.05361955709366327,-0.050112014251418674,0.9600499149089137,2,15.14267989471702,False,2880.149744726741,1.0031,0.01770618653755563
SNP00618,0.03948713983268362,0.056637995790551864,0.6971846245885472,0.4859591127966913,2,16.237416221228557,False,1457.8773383900739,1.0031,0.31340026949032307
SNP02372,-0.04462470231057737,0.05710167319339751,-0.7814955292017115,0.4348214285277481,2,16.728201595718296,False,1304.4642855832442,1.0031,0.36168906149917485
SNP00898,0.029065009819773637,0.05901204767787522,0.49252671214577565,0.6225284277554582,2,18.58888391302724,False,1867.5852832663747,1.0031,0.2058408117255052
SNP00386,-0.026292544234675534,0.05910010360564492,-0.44488152525276137,0.6565668922600452,2,19.0838942837742,False,1969.7006767801354,1.0031,0.18272102058823006
SNP02311,-0.021144446318811693,0.058538460803249495,-0.3612060520326827,0.7180734198411435,2,20.633452123981694,False,2154.2202595234303,1.0031,0.14383114879151246
SNP00976,0.02618307094715684,0.0558457886152042,0.46884593442787215,0.6393512054910269,2,21.451110198957767,False,1918.0536164730806,1.0031,0.19426051162801
SNP02471,0.010345561468205302,0.05706518581804467,0.18129374889258515,0.8561986478623054,2,21.74737997957139,False,2568.5959435869163,1.0031,0.06742546235361695
SNP01452,0.04258804311193145,0.05889429981880442,0.7231267413477844,0.46988570398488994,2,22.192036995706715,False,1409.6571119546697,1.0031,0.32800776794772785
SNP02956,0.015262873612707378,0.06776538798091818,0.22523111085861705,0.8218766926790819,2,22.346673626928165,False,2465.6300780372458,1.0031,0.08519333538704191
SNP02751,0.03639130498746902,0.0539004432406296,0.6751578057532119,0.4998373493884807,2,22.474924903845896,False,1499.5120481654421,1.0031,0.3011712951738012
SNP01025,-0.058223754930808266,0.054778701768425496,-1.062890376207647,0.28826213489829433,2,22.648969715260147,False,864.786404694883,1.0031,0.5402124012633113
SNP00673,0.015846362991605075,0.061009584056086065,0.25973563394625876,0.7951573997060251,2,22.77025996182469,False,2385.472199118075,1.0031,0.09954689517033356
SNP02887,-0.011491067240233495,0.056380980792336825,-0.2038110561176214,0.8385707228057901,2,23.136543314260688,False,2515.7121684173703,1.0031,0.0764603042814224
SNP02305,0.0162444505997362,0.061006962942373746,0.266272074797109,0.7901217689257161,2,23.617141299778737,False,2370.3653067771484,1.0031,0.10230597263709827
SNP01020,0.016862078189850197,0.060169966938644286,0.2802407753862416,0.7793900260791595,2,24.481002707668065,False,2338.1700782374787,1.0031,0.10824515621140635
SNP01641,-0.01236419557358937,0.059248289056491335,-0.20868443241965196,0.8347658931329102,2,25.953588201494536,False,2504.2976793987305,1.0031,0.07843530364919382
SNP00583,-0.05104526348005107,0.05555145688437235,-0.9188825341934649,0.35852873763458964,2,27.19821881487785,False,1075.586212903769,1.0031,0.44547602801312697
SNP01469,0.007945761056950657,0.057096875840275084,0.1391627990151059,0.8893685143964384,2,27.497724280431047,False,2668.105543189315,1.0031,0.05091824959579636
SNP02593,-0.06123492947562833,0.062478390162314115,-0.9800977476619457,0.32743553895851074,2,27.968293979186647,False,982.3066168755322,1.0031,0.48487418522969394
SNP00897,-0.006587918790343897,0.06549320987559128,-0.10058934052641623,0.9199102862364709,2,28.423691578082373,False,2759.7308587094126,1.0031,0.03625452492865485
SNP02787,0.006600256208329753,0.061865108714638684,0.10668786243913904,0.915072512519113,2,32.458396302446204,False,2745.2175375573393,1.0031,0.038544490043776046
SNP01327,-0.08974297729304355,0.0670419392566059,-1.3386095075434565,0.1812082121900038,2,32.9990158990892,False,543.6246365700114,1.0031,0.7418221243855506
SNP01833,-0.07327806192263057,0.06472441499857977,-1.132154874234684,0.2580246140878266,2,36.40110644325404,False,774.0738422634798,1.0031,0.5883388628250158
SNP00438,-0.053400203540719164,0.06552554329562346,-0.8149524728059117,0.4154250405590694,2,36.83490582141774,False,1246.2751216772083,1.0031,0.3815073290602703
SNP00358,-0.007982990539399729,0.06008649234122676,-0.13285832186816487,0.8943502721137144,2,37.564963009783234,False,2683.050816341143,1.0031,0.04849235653614889
SNP00698,-0.018890105152732747,0.06898519632817966,-0.2738283886715034,0.7843113774109501,2,38.78357672231101,False,2352.9341322328505,1.0031,0.10551148496319121
